status,location,weather,temperature,hour,day,month,year
1.14286,Beijing,霾,14.0,13,22,3,2023
1.13333,Guiyang,晴,20.0,13,22,3,2023
1.0,Haikou,晴,35.0,13,22,3,2023
1.0,Haikou,晴,35.0,13,22,3,2023
1.0,HaErBin,霾,8.0,13,22,3,2023
1.0,Haikou,晴,35.0,13,22,3,2023
1.0,HaErBin,霾,8.0,13,22,3,2023
1.34783,HaErBin,霾,8.0,13,22,3,2023
1.0,Beijing,霾,14.0,14,22,3,2023
1.21053,Beijing,霾,14.0,14,22,3,2023
1.11765,Guiyang,晴,20.0,14,22,3,2023
1.30769,Guiyang,晴,20.0,14,22,3,2023
1.16667,Beijing,霾,14.0,14,22,3,2023
1.03571,HaErBin,霾,8.0,14,22,3,2023
1.0,Guiyang,晴,20.0,14,22,3,2023
1.06667,Guiyang,晴,20.0,14,22,3,2023
1.0,Haikou,晴,35.0,14,22,3,2023
1.05,Haikou,晴,35.0,14,22,3,2023
1.14286,HaErBin,霾,8.0,14,22,3,2023
1.03571,HaErBin,霾,8.0,14,22,3,2023
1.3,Haikou,晴,35.0,14,22,3,2023
1.0,Beijing,霾,15.0,14,22,3,2023
1.20833,Beijing,霾,15.0,14,22,3,2023
1.47619,Beijing,霾,15.0,14,22,3,2023
1.1,Guiyang,晴,22.0,14,22,3,2023
1.0,Haikou,晴,36.0,14,22,3,2023
1.3,Haikou,晴,36.0,14,22,3,2023
1.2381,HaErBin,霾,7.0,14,22,3,2023
1.0,HaErBin,霾,7.0,14,22,3,2023
1.14286,Haikou,晴,36.0,14,22,3,2023
1.26667,Guiyang,晴,22.0,14,22,3,2023
1.03571,HaErBin,霾,7.0,14,22,3,2023
1.05882,Guiyang,晴,22.0,14,22,3,2023
1.36842,Beijing,浮尘,15.0,14,22,3,2023
1.0,Beijing,浮尘,15.0,14,22,3,2023
1.16667,Beijing,浮尘,15.0,14,22,3,2023
1.0,HaErBin,霾,7.0,14,22,3,2023
1.35294,Guiyang,晴,22.0,14,22,3,2023
1.61538,Haikou,晴,36.0,14,22,3,2023
1.0,Haikou,晴,36.0,14,22,3,2023
1.0,Haikou,晴,36.0,14,22,3,2023
1.3,Guiyang,晴,22.0,14,22,3,2023
1.3125,Guiyang,晴,22.0,14,22,3,2023
1.28571,HaErBin,霾,7.0,14,22,3,2023
1.03571,HaErBin,霾,7.0,14,22,3,2023
1.1,HaErBin,霾,7.0,14,22,3,2023
1.38095,Beijing,浮尘,15.0,15,22,3,2023
1.125,Beijing,浮尘,15.0,15,22,3,2023
1.0,Beijing,浮尘,15.0,15,22,3,2023
1.13333,Guiyang,晴,22.0,15,22,3,2023
1.0,Haikou,晴,36.0,15,22,3,2023
1.17647,Guiyang,晴,22.0,15,22,3,2023
1.0,Haikou,晴,36.0,15,22,3,2023
1.1,Haikou,晴,36.0,15,22,3,2023
1.13333,Guiyang,晴,22.0,15,22,3,2023
1.03571,HaErBin,霾,7.0,15,22,3,2023
1.05,HaErBin,霾,7.0,15,22,3,2023
1.0,HaErBin,霾,7.0,15,22,3,2023
1.16667,Beijing,霾,16.0,15,22,3,2023
1.11111,Beijing,霾,16.0,15,22,3,2023
1.0,Beijing,霾,16.0,15,22,3,2023
1.0,Haikou,晴,32.0,15,22,3,2023
1.13333,Guiyang,晴,23.0,15,22,3,2023
1.375,Guiyang,晴,23.0,15,22,3,2023
1.44444,Guiyang,晴,23.0,15,22,3,2023
1.09091,HaErBin,霾,7.0,15,22,3,2023
1.0,Haikou,晴,32.0,15,22,3,2023
1.0,HaErBin,霾,7.0,15,22,3,2023
1.07143,HaErBin,霾,7.0,15,22,3,2023
1.0,Haikou,晴,32.0,15,22,3,2023
1.0,Haikou,晴,32.0,15,22,3,2023
1.21739,Beijing,霾,16.0,15,22,3,2023
1.11765,Guiyang,晴,23.0,15,22,3,2023
1.0,Beijing,霾,16.0,15,22,3,2023
1.0,Beijing,霾,16.0,15,22,3,2023
1.31579,Beijing,霾,16.0,15,22,3,2023
1.13333,Guiyang,晴,23.0,15,22,3,2023
1.0,HaErBin,霾,7.0,15,22,3,2023
1.13333,Guiyang,晴,23.0,15,22,3,2023
1.13333,HaErBin,霾,7.0,15,22,3,2023
1.0,Haikou,晴,32.0,15,22,3,2023
1.05,Haikou,晴,32.0,15,22,3,2023
1.2381,HaErBin,霾,7.0,15,22,3,2023
1.0,Haikou,晴,32.0,15,22,3,2023
1.47619,Beijing,霾,16.0,16,22,3,2023
1.16667,Beijing,霾,16.0,16,22,3,2023
1.0,Beijing,霾,16.0,16,22,3,2023
1.27273,HaErBin,霾,6.0,16,22,3,2023
1.0,Haikou,晴,32.0,16,22,3,2023
1.0,Haikou,晴,32.0,16,22,3,2023
1.11765,Guiyang,晴,23.0,16,22,3,2023
1.10345,HaErBin,霾,6.0,16,22,3,2023
1.0,Haikou,晴,32.0,16,22,3,2023
1.06667,Guiyang,晴,23.0,16,22,3,2023
1.0,HaErBin,霾,6.0,16,22,3,2023
1.375,Guiyang,晴,23.0,16,22,3,2023
1.375,Beijing,晴,16.0,16,22,3,2023
1.375,Beijing,晴,16.0,16,22,3,2023
1.54545,Beijing,晴,16.0,16,22,3,2023
1.03333,Guiyang,晴,23.0,16,22,3,2023
1.41176,Guiyang,晴,23.0,16,22,3,2023
1.09091,Haikou,晴,33.0,16,22,3,2023
1.04762,Haikou,晴,33.0,16,22,3,2023
1.11111,Guiyang,晴,23.0,16,22,3,2023
1.11111,Haikou,晴,33.0,16,22,3,2023
1.0,HaErBin,霾,6.0,16,22,3,2023
1.16667,HaErBin,霾,6.0,16,22,3,2023
1.27273,HaErBin,霾,6.0,16,22,3,2023
1.0,HaErBin,霾,6.0,16,22,3,2023
1.25,Beijing,多云,16.0,16,22,3,2023
1.16667,Beijing,多云,16.0,16,22,3,2023
1.77273,Beijing,多云,16.0,16,22,3,2023
1.58333,Haikou,晴,33.0,16,22,3,2023
1.29412,Guiyang,晴,23.0,16,22,3,2023
1.13333,Guiyang,晴,23.0,16,22,3,2023
1.6,Guiyang,晴,23.0,16,22,3,2023
1.05,Haikou,晴,33.0,16,22,3,2023
1.0,Haikou,晴,33.0,16,22,3,2023
1.28125,HaErBin,霾,6.0,16,22,3,2023
1.41667,HaErBin,霾,6.0,16,22,3,2023
1.13333,HaErBin,霾,6.0,16,22,3,2023
1.125,Beijing,多云,16.0,17,22,3,2023
1.77273,Beijing,多云,16.0,17,22,3,2023
1.16667,Beijing,多云,16.0,17,22,3,2023
1.16667,Guiyang,晴,23.0,17,22,3,2023
1.18182,Haikou,晴,33.0,17,22,3,2023
1.58333,Guiyang,晴,23.0,17,22,3,2023
1.0,Haikou,晴,33.0,17,22,3,2023
1.5,Haikou,晴,33.0,17,22,3,2023
1.38889,Guiyang,晴,23.0,17,22,3,2023
1.24138,HaErBin,霾,5.0,17,22,3,2023
1.28125,HaErBin,霾,5.0,17,22,3,2023
1.11111,Haikou,晴,33.0,17,22,3,2023
2.25,Guiyang,晴,24.0,17,22,3,2023
1.3913,HaErBin,霾,5.0,17,22,3,2023
1.29167,Beijing,晴,15.0,17,22,3,2023
1.90909,Beijing,晴,15.0,17,22,3,2023
2.0,Beijing,晴,15.0,17,22,3,2023
1.5,Beijing,晴,15.0,17,22,3,2023
1.13793,HaErBin,霾,5.0,17,22,3,2023
1.11111,Haikou,晴,34.0,17,22,3,2023
1.70588,Guiyang,晴,24.0,17,22,3,2023
1.0,Haikou,晴,34.0,17,22,3,2023
1.04762,Haikou,晴,34.0,17,22,3,2023
1.0,HaErBin,霾,5.0,17,22,3,2023
1.29412,Guiyang,晴,24.0,17,22,3,2023
1.22727,HaErBin,霾,5.0,17,22,3,2023
1.3871,Guiyang,晴,24.0,17,22,3,2023
1.88889,Beijing,阴,15.0,17,22,3,2023
1.45833,Beijing,阴,15.0,17,22,3,2023
1.47368,Beijing,阴,15.0,17,22,3,2023
1.46667,Guiyang,晴,24.0,17,22,3,2023
2.09091,Haikou,晴,34.0,17,22,3,2023
1.54545,Haikou,晴,34.0,17,22,3,2023
1.42857,Guiyang,晴,24.0,17,22,3,2023
1.0,HaErBin,霾,5.0,17,22,3,2023
1.25,HaErBin,霾,5.0,17,22,3,2023
1.22727,Haikou,晴,34.0,17,22,3,2023
1.54839,Guiyang,晴,24.0,17,22,3,2023
1.30303,HaErBin,霾,5.0,18,22,3,2023
1.27273,HaErBin,霾,5.0,18,22,3,2023
1.6,Beijing,阴,15.0,18,22,3,2023
2.44444,Beijing,阴,15.0,18,22,3,2023
1.29167,Beijing,阴,15.0,18,22,3,2023
1.41667,Haikou,晴,33.0,18,22,3,2023
1.75,Haikou,晴,33.0,18,22,3,2023
1.32258,Guiyang,晴,22.0,18,22,3,2023
1.9375,Haikou,晴,33.0,18,22,3,2023
1.5,Guiyang,晴,22.0,18,22,3,2023
1.6,Guiyang,晴,22.0,18,22,3,2023
1.0,HaErBin,霾,4.0,18,22,3,2023
1.15,HaErBin,霾,4.0,18,22,3,2023
1.13793,HaErBin,霾,4.0,18,22,3,2023
2.54545,Beijing,晴,14.0,18,22,3,2023
1.77273,Beijing,晴,14.0,18,22,3,2023
1.375,Beijing,晴,14.0,18,22,3,2023
1.77778,Haikou,晴,33.0,18,22,3,2023
1.375,Guiyang,晴,22.0,18,22,3,2023
1.58824,Guiyang,晴,22.0,18,22,3,2023
1.69231,Haikou,晴,33.0,18,22,3,2023
1.57692,Haikou,晴,33.0,18,22,3,2023
1.3125,Guiyang,晴,22.0,18,22,3,2023
1.09524,HaErBin,霾,4.0,18,22,3,2023
1.13333,HaErBin,霾,4.0,18,22,3,2023
1.0,HaErBin,霾,4.0,18,22,3,2023
1.58333,Beijing,多云,14.0,18,22,3,2023
1.42105,Beijing,多云,14.0,18,22,3,2023
2.36364,Beijing,多云,14.0,18,22,3,2023
2.07143,Haikou,晴,33.0,18,22,3,2023
1.52632,Guiyang,阴,22.0,18,22,3,2023
1.34783,Haikou,晴,33.0,18,22,3,2023
1.5,Guiyang,阴,22.0,18,22,3,2023
1.21739,Haikou,晴,33.0,18,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.375,Guiyang,阴,22.0,19,22,3,2023
1.17857,Guiyang,阴,22.0,19,22,3,2023
1.25,Beijing,多云,14.0,19,22,3,2023
1.33333,Beijing,多云,14.0,19,22,3,2023
1.11111,Beijing,多云,14.0,19,22,3,2023
1.0,Haikou,晴,31.0,19,22,3,2023
1.3125,Guiyang,晴,20.0,19,22,3,2023
1.75,Haikou,晴,31.0,19,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.36364,Haikou,晴,31.0,19,22,3,2023
1.23529,Guiyang,晴,20.0,19,22,3,2023
1.13333,Guiyang,晴,20.0,19,22,3,2023
1.21739,Haikou,晴,31.0,19,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.29412,Beijing,晴,13.0,19,22,3,2023
1.16667,Beijing,晴,13.0,19,22,3,2023
1.0,Beijing,晴,13.0,19,22,3,2023
1.66667,Beijing,晴,13.0,19,22,3,2023
1.16667,Guiyang,晴,20.0,19,22,3,2023
1.17647,Guiyang,晴,20.0,19,22,3,2023
1.0,Haikou,晴,31.0,19,22,3,2023
1.45455,Haikou,晴,31.0,19,22,3,2023
1.13333,Guiyang,晴,20.0,19,22,3,2023
1.2,Haikou,晴,31.0,19,22,3,2023
1.06897,HaErBin,霾,4.0,19,22,3,2023
1.09524,HaErBin,霾,4.0,19,22,3,2023
1.0,HaErBin,霾,4.0,19,22,3,2023
1.0,Beijing,阴,13.0,19,22,3,2023
1.0,Beijing,阴,13.0,19,22,3,2023
1.22222,Beijing,阴,13.0,19,22,3,2023
1.06667,Guiyang,晴,20.0,20,22,3,2023
1.0,Guiyang,晴,20.0,20,22,3,2023
1.19048,Haikou,晴,31.0,20,22,3,2023
1.05882,Guiyang,晴,20.0,20,22,3,2023
1.1,Haikou,晴,31.0,20,22,3,2023
1.05,Haikou,晴,31.0,20,22,3,2023
1.0,HaErBin,霾,4.0,20,22,3,2023
1.0,HaErBin,霾,4.0,20,22,3,2023
1.0,HaErBin,霾,4.0,20,22,3,2023
1.08333,Beijing,阴,13.0,20,22,3,2023
1.33333,Beijing,阴,13.0,20,22,3,2023
1.0,Beijing,阴,13.0,20,22,3,2023
1.0,Haikou,晴,29.0,20,22,3,2023
1.13333,Guiyang,晴,18.0,20,22,3,2023
1.06667,Guiyang,晴,18.0,20,22,3,2023
1.3,Haikou,晴,29.0,20,22,3,2023
1.11765,Guiyang,晴,18.0,20,22,3,2023
1.09524,Haikou,晴,29.0,20,22,3,2023
1.0,HaErBin,霾,3.0,20,22,3,2023
1.0,HaErBin,霾,3.0,20,22,3,2023
1.0,HaErBin,霾,3.0,20,22,3,2023
1.0,Beijing,晴,13.0,20,22,3,2023
1.04167,Beijing,晴,13.0,20,22,3,2023
1.47368,Beijing,晴,13.0,20,22,3,2023
1.0,Haikou,晴,29.0,20,22,3,2023
1.0,Haikou,晴,29.0,20,22,3,2023
1.0,Guiyang,晴,18.0,20,22,3,2023
1.05,Haikou,晴,29.0,20,22,3,2023
1.05,HaErBin,霾,3.0,20,22,3,2023
1.06897,HaErBin,霾,3.0,20,22,3,2023
1.0,HaErBin,霾,3.0,20,22,3,2023
1.03333,Guiyang,晴,18.0,20,22,3,2023
1.25,Guiyang,晴,18.0,20,22,3,2023
1.09091,Guiyang,晴,18.0,20,22,3,2023
1.63158,Beijing,阴,13.0,20,22,3,2023
1.0,Beijing,阴,13.0,20,22,3,2023
1.08333,Beijing,阴,13.0,20,22,3,2023
1.0,Haikou,晴,29.0,21,22,3,2023
1.0,Haikou,晴,29.0,21,22,3,2023
1.0,Haikou,晴,29.0,21,22,3,2023
1.41176,Guiyang,阴,18.0,21,22,3,2023
1.3125,Guiyang,阴,18.0,21,22,3,2023
1.06667,Guiyang,阴,18.0,21,22,3,2023
1.0,HaErBin,霾,3.0,21,22,3,2023
1.0,HaErBin,霾,3.0,21,22,3,2023
1.08333,Beijing,阴,13.0,21,22,3,2023
1.0,Beijing,阴,13.0,21,22,3,2023
1.68421,Beijing,阴,13.0,21,22,3,2023
1.1,Haikou,,,21,22,3,2023
1.0,Haikou,,,21,22,3,2023
1.33333,Haikou,,,21,22,3,2023
1.03333,Guiyang,,,21,22,3,2023
1.17647,Guiyang,,,21,22,3,2023
1.06667,Guiyang,,,21,22,3,2023
1.08333,Haikou,晴,28.0,22,22,3,2023
1.0,Beijing,多云,12.0,22,22,3,2023
1.11111,Beijing,多云,12.0,22,22,3,2023
1.0,Beijing,多云,12.0,22,22,3,2023
1.0,HaErBin,霾,2.0,22,22,3,2023
1.03704,Guiyang,小雨,15.0,22,22,3,2023
1.0,Guiyang,小雨,15.0,22,22,3,2023
1.05,Haikou,晴,28.0,22,22,3,2023
1.0,Guiyang,小雨,15.0,22,22,3,2023
1.0,Haikou,晴,28.0,22,22,3,2023
1.33333,Guiyang,小雨,15.0,22,22,3,2023
1.0,Haikou,晴,28.0,22,22,3,2023
1.0,Beijing,多云,12.0,22,22,3,2023
1.0,Haikou,晴,27.0,22,22,3,2023
1.0,Guiyang,小雨,14.0,22,22,3,2023
1.0,Haikou,晴,27.0,22,22,3,2023
1.0,Beijing,晴,11.0,22,22,3,2023
1.0,Beijing,晴,11.0,22,22,3,2023
1.03333,Guiyang,小雨,14.0,22,22,3,2023
1.05882,Guiyang,小雨,14.0,22,22,3,2023
1.0,Beijing,晴,11.0,22,22,3,2023
1.0,Haikou,晴,27.0,22,22,3,2023
1.0,Beijing,晴,11.0,22,22,3,2023
1.0,Guiyang,小雨,14.0,22,22,3,2023
1.0,Guiyang,小雨,14.0,22,22,3,2023
1.04762,Haikou,晴,27.0,22,22,3,2023
1.0,Beijing,晴,11.0,22,22,3,2023
1.0,Guiyang,小雨,14.0,22,22,3,2023
1.0,Haikou,晴,27.0,22,22,3,2023
1.0,Beijing,晴,11.0,22,22,3,2023
1.0,Haikou,晴,27.0,22,22,3,2023
1.0,Guiyang,小雨,14.0,23,22,3,2023
1.0,Guiyang,小雨,14.0,23,22,3,2023
1.04762,Haikou,晴,27.0,23,22,3,2023
1.0,Beijing,阴,11.0,23,22,3,2023
1.0,Guiyang,小雨,14.0,23,22,3,2023
1.0,Haikou,晴,27.0,23,22,3,2023
1.0,Beijing,阴,11.0,23,22,3,2023
1.0,Haikou,晴,27.0,23,22,3,2023
1.0,Beijing,阴,11.0,23,22,3,2023
1.0,Haikou,晴,26.0,23,22,3,2023
1.0,Guiyang,晴,12.0,23,22,3,2023
1.04762,Haikou,晴,26.0,23,22,3,2023
1.08333,Beijing,晴,10.0,23,22,3,2023
1.0,Beijing,晴,10.0,23,22,3,2023
1.1,Haikou,晴,26.0,23,22,3,2023
1.0,Beijing,晴,10.0,23,22,3,2023
1.0,Beijing,晴,10.0,23,22,3,2023
1.0,Beijing,晴,10.0,23,22,3,2023
1.0,Haikou,晴,26.0,23,22,3,2023
1.09524,Haikou,晴,26.0,23,22,3,2023
1.0,Haikou,晴,26.0,23,22,3,2023
1.0,Beijing,晴,10.0,23,22,3,2023
1.0,Haikou,晴,26.0,23,22,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Haikou,,,0,23,3,2023
1.0,Haikou,,,0,23,3,2023
1.04762,Haikou,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Haikou,,,0,23,3,2023
1.0,Haikou,,,0,23,3,2023
1.04762,Haikou,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Haikou,,,0,23,3,2023
1.04762,Haikou,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Beijing,,,0,23,3,2023
1.0,Haikou,,,0,23,3,2023
