status,temperature,latitude,longitude,is_weekend,hour
1.4777962,-10,39.919614,116.451179,0,15
1.2167577,-9,39.919614,116.451179,1,15
1.2117485,44,39.919614,116.451179,0,15
1.2041327,39,39.919614,116.451179,0,15
1.2314428,-6,39.919614,116.451179,1,15
1.1882331,29,39.919614,116.451179,0,15
1.4049009,17,39.919614,116.451179,1,15
1.2117485,44,39.919614,116.451179,0,15
1.5029263,-15,39.919614,116.451179,0,15
1.5065624,-17,39.919614,116.451179,0,15
1.2402203,-4,39.919614,116.451179,1,15
1.4863359,-12,39.919614,116.451179,0,15
1.504648,-16,39.919614,116.451179,0,15
1.2083846,41,39.919614,116.451179,0,15
1.2140304,12,39.919614,116.451179,0,15
1.1853874,26,39.919614,116.451179,0,15
1.3482733,2,39.919614,116.451179,0,15
1.1998894,15,39.919614,116.451179,0,15
1.3631603,1,39.919614,116.451179,0,15
1.2041327,39,39.919614,116.451179,0,15
1.1862599,25,39.919614,116.451179,0,15
1.2260765,-7,39.919614,116.451179,1,15
1.5065624,-17,39.919614,116.451179,0,15
1.1934068,19,39.919614,116.451179,0,15
1.4349086,-4,39.919614,116.451179,0,15
1.4834384,-11,39.919614,116.451179,0,15
1.3545843,13,39.919614,116.451179,1,15
1.3387414,12,39.919614,116.451179,1,15
1.2450452,-3,39.919614,116.451179,1,15
1.3092178,10,39.919614,116.451179,1,15
1.4208263,-3,39.919614,116.451179,0,15
1.2209173,11,39.919614,116.451179,0,15
1.4349086,-4,39.919614,116.451179,0,15
1.1912202,31,39.919614,116.451179,0,15
1.1914113,21,39.919614,116.451179,0,15
1.2402203,-4,39.919614,116.451179,1,15
1.4369274,21,39.919614,116.451179,1,15
1.1912202,31,39.919614,116.451179,0,15
1.4604855,-7,39.919614,116.451179,0,15
1.2117485,44,39.919614,116.451179,0,15
1.4369274,21,39.919614,116.451179,1,15
1.4930307,-13,39.919614,116.451179,0,15
1.1962802,35,39.919614,116.451179,0,15
1.2117485,44,39.919614,116.451179,0,15
1.4390856,24,39.919614,116.451179,1,15
1.1912202,31,39.919614,116.451179,0,15
1.2714554,7,39.919614,116.451179,0,15
1.4369274,21,39.919614,116.451179,1,15
1.1952006,34,39.919614,116.451179,0,15
1.209559,42,39.919614,116.451179,0,15
1.1862599,25,39.919614,116.451179,0,15
1.1902053,22,39.919614,116.451179,0,15
1.1934068,19,39.919614,116.451179,0,15
