status,temperature,latitude,longitude,is_weekend,hour
1.0766119,23,39.919614,116.451179,0,7.56973
1.1026977,23,39.919614,116.451179,0,8.18921
1.4671673,23,39.919614,116.451179,1,17.40077
1.2006403,23,39.919614,116.451179,1,9.19225
1.2907027,23,39.919614,116.451179,1,12.06621
1.0739062,23,39.919614,116.451179,0,20.3332
1.0499803,23,39.919614,116.451179,0,6.94266
0.9997151,23,39.919614,116.451179,0,2.65652
1.0030214,23,39.919614,116.451179,0,4.43968
1.1988657,23,39.919614,116.451179,0,15.31261
1.0288903,23,39.919614,116.451179,1,4.66209
1.1528168,23,39.919614,116.451179,0,12.1761
1.0808411,23,39.919614,116.451179,1,6.55907
1.1577675,23,39.919614,116.451179,0,13.06251
1.1659986,23,39.919614,116.451179,0,10.98999
1.1616489,23,39.919614,116.451179,0,11.48207
1.0053627,23,39.919614,116.451179,1,0.9279000000000002
1.1745988,23,39.919614,116.451179,0,14.33083
1.1616687,23,39.919614,116.451179,0,11.48085
1.183202,23,39.919614,116.451179,0,14.81844
1.01727,23,39.919614,116.451179,0,5.67532
1.024457,23,39.919614,116.451179,0,6.18393
0.99863815,23,39.919614,116.451179,0,1.50807
1.0376844,23,39.919614,116.451179,0,21.18886
1.1662985,23,39.919614,116.451179,0,10.95483
1.1714134,23,39.919614,116.451179,0,14.08719
0.99919367,23,39.919614,116.451179,0,2.09831
1.2589091,23,39.919614,116.451179,1,10.99654
1.1681397,23,39.919614,116.451179,0,19.33283
1.1864392,23,39.919614,116.451179,0,14.92114
1.1716737,23,39.919614,116.451179,0,14.1071
1.0062344,23,39.919614,116.451179,1,0.64718
1.4656214,23,39.919614,116.451179,1,16.26796
1.0166771,23,39.919614,116.451179,0,21.78643
1.1081823,23,39.919614,116.451179,0,19.77005
1.062662,23,39.919614,116.451179,0,7.243349999999999
1.4679343,23,39.919614,116.451179,1,17.14516
1.594484,23,39.919614,116.451179,0,17.24071
1.0397447,23,39.919614,116.451179,1,5.2733
1.0006001,23,39.919614,116.451179,0,-1.12216
1.0853766,23,39.919614,116.451179,1,6.66106
1.446846,23,39.919614,116.451179,1,15.24462
1.0534611,23,39.919614,116.451179,0,7.02785
1.0066061,23,39.919614,116.451179,1,2.11749
1.1705322,23,39.919614,116.451179,0,10.33719
1.0056708,23,39.919614,116.451179,1,0.8287
0.9997699,23,39.919614,116.451179,0,2.71528
1.0131065,23,39.919614,116.451179,0,21.89227
1.2401278,23,39.919614,116.451179,1,10.42079
1.175707,23,39.919614,116.451179,0,9.6919
1.2454829,23,39.919614,116.451179,1,10.5891
1.1573187,23,39.919614,116.451179,0,11.74915
1.0137334,23,39.919614,116.451179,0,5.40819
1.1588367,23,39.919614,116.451179,0,9.37178
0.9803972,23,39.919614,116.451179,0,23.63805
1.1920427,23,39.919614,116.451179,0,15.0994
1.0028481,23,39.919614,116.451179,0,4.4099900000000005
1.169137,23,39.919614,116.451179,0,13.93236
1.0139183,23,39.919614,116.451179,1,-1.68612
1.2045397,23,39.919614,116.451179,1,9.31818
1.0111328,23,39.919614,116.451179,1,2.81604
1.3609945,23,39.919614,116.451179,1,13.18999
1.0043474,23,39.919614,116.451179,0,4.63856
0.99107623,23,39.919614,116.451179,0,22.79997
1.0353558,23,39.919614,116.451179,1,5.05812
1.1535887,23,39.919614,116.451179,0,12.30341
1.1523407,23,39.919614,116.451179,0,12.09753
1.1540023,23,39.919614,116.451179,0,11.95371
1.1312057,23,39.919614,116.451179,0,8.82509
1.178602,23,39.919614,116.451179,0,14.6394
1.1298832,23,39.919614,116.451179,0,8.79698
0.99864924,23,39.919614,116.451179,0,1.53105
1.15661,23,39.919614,116.451179,0,12.91333
1.0175626,23,39.919614,116.451179,0,5.69743
1.1555078,23,39.919614,116.451179,0,9.30754
1.1059085,23,39.919614,116.451179,0,19.80099
1.2208022,23,39.919614,116.451179,0,15.69077
1.3943564,23,39.919614,116.451179,0,18.54302
0.998134,23,39.919614,116.451179,0,0.38688
1.0289733,23,39.919614,116.451179,0,21.43149
1.0866895,23,39.919614,116.451179,0,7.80551
1.35456,23,39.919614,116.451179,0,18.67177
1.1565541,23,39.919614,116.451179,0,12.90613
1.167305,23,39.919614,116.451179,0,13.82823
1.1650655,23,39.919614,116.451179,0,13.70094
1.1463004,23,39.919614,116.451179,1,20.42504
1.1524105,23,39.919614,116.451179,0,12.0642
1.0942575,23,39.919614,116.451179,1,21.09891
1.1686229,23,39.919614,116.451179,0,10.64707
1.040895,23,39.919614,116.451179,0,6.6947
1.1735588,23,39.919614,116.451179,0,10.10519
1.1700214,23,39.919614,116.451179,0,13.98263
1.1249717,23,39.919614,116.451179,1,20.7026
1.0042981,23,39.919614,116.451179,1,1.36644
1.1545464,23,39.919614,116.451179,0,12.46139
1.4355059,23,39.919614,116.451179,1,14.92721
1.1725736,23,39.919614,116.451179,0,14.17593
1.100779,23,39.919614,116.451179,1,21.00886
1.1551068,23,39.919614,116.451179,1,8.08261
1.0042608,23,39.919614,116.451179,1,1.7498200000000002
1.4048721,23,39.919614,116.451179,1,18.29816
1.0000274,23,39.919614,116.451179,0,2.99097
0.9993061,23,39.919614,116.451179,0,2.21862
1.1029706,23,39.919614,116.451179,0,8.19575
1.0042855,23,39.919614,116.451179,0,4.6306
1.0302193,23,39.919614,116.451179,0,21.39613
1.0054876,23,39.919614,116.451179,0,4.78083
1.015559,23,39.919614,116.451179,0,5.54608
1.170357,23,39.919614,116.451179,0,10.36995
1.000105,23,39.919614,116.451179,0,3.07394
0.99868834,23,39.919614,116.451179,0,1.6117
1.1443315,23,39.919614,116.451179,0,9.09184
1.1685777,23,39.919614,116.451179,0,10.65314
1.0178177,23,39.919614,116.451179,0,5.71669
1.0246272,23,39.919614,116.451179,1,4.23401
1.2043868,23,39.919614,116.451179,1,9.31324
1.4194373,23,39.919614,116.451179,1,14.48386
1.3915696,23,39.919614,116.451179,1,18.3799
0.9571675,23,39.919614,116.451179,0,25.1245
1.451544,23,39.919614,116.451179,0,16.80854
1.570244,23,39.919614,116.451179,0,17.15258
0.98441565,23,39.919614,116.451179,0,23.37742
0.9982722,23,39.919614,116.451179,0,0.75316
1.158747,23,39.919614,116.451179,0,13.18873
1.1766325,23,39.919614,116.451179,0,14.48639
1.2825878,23,39.919614,116.451179,0,16.15752
1.3525599,23,39.919614,116.451179,0,16.48221
1.1286057,23,39.919614,116.451179,1,7.55007
1.1001111,23,39.919614,116.451179,0,19.87973
1.0598525,23,39.919614,116.451179,0,20.65221
1.1156893,23,39.919614,116.451179,0,19.66798
1.0507029,23,39.919614,116.451179,0,6.9621
0.9889091,23,39.919614,116.451179,0,22.9826
1.4675599,23,39.919614,116.451179,1,17.27065
1.1699007,23,39.919614,116.451179,1,8.43494
1.1787646,23,39.919614,116.451179,0,14.65235
1.1883895,23,39.919614,116.451179,1,19.892
1.0152924,23,39.919614,116.451179,0,5.52595
0.999815,23,39.919614,116.451179,0,2.76348
1.1739645,23,39.919614,116.451179,0,10.07497
1.4125136,23,39.919614,116.451179,1,14.30002
1.1515762,23,39.919614,116.451179,0,9.23167
1.1686089,23,39.919614,116.451179,0,10.64894
1.1831803,23,39.919614,116.451179,0,14.81775
1.1587595,23,39.919614,116.451179,0,13.19034
1.0019237,23,39.919614,116.451179,0,4.25151
1.3278931,23,39.919614,116.451179,1,12.76643
0.9848063,23,39.919614,116.451179,0,23.35469
1.0015767,23,39.919614,116.451179,0,-1.54686
1.0543051,23,39.919614,116.451179,0,7.04762
0.98861074,23,39.919614,116.451179,0,23.00884
1.2947785,23,39.919614,116.451179,0,18.86443
1.0553924,23,39.919614,116.451179,1,5.86945
1.6173242,23,39.919614,116.451179,0,17.32317
1.1256437,23,39.919614,116.451179,1,7.490439999999999
1.1149231,23,39.919614,116.451179,1,7.27462
1.1660398,23,39.919614,116.451179,0,13.75632
1.0521957,23,39.919614,116.451179,1,22.09223
1.0090184,23,39.919614,116.451179,0,22.02535
1.1689694,23,39.919614,116.451179,0,10.60046
1.0006483,23,39.919614,116.451179,0,3.76013
1.0859662,23,39.919614,116.451179,0,7.78859
1.1442368,23,39.919614,116.451179,0,9.09
1.0072759,23,39.919614,116.451179,1,-0.32685
1.0171039,23,39.919614,116.451179,1,3.58636
1.1733084,23,39.919614,116.451179,0,10.12386
1.406267,23,39.919614,116.451179,1,14.13416
1.168772,23,39.919614,116.451179,0,13.91161
1.182684,23,39.919614,116.451179,0,14.802
1.4364768,23,39.919614,116.451179,1,14.95439
1.2177861,23,39.919614,116.451179,0,15.6593
1.0096678,23,39.919614,116.451179,0,5.10111
0.99871516,23,39.919614,116.451179,0,1.66722
1.2541424,23,39.919614,116.451179,1,19.15293
1.1018641,23,39.919614,116.451179,0,19.85592
1.0072037,23,39.919614,116.451179,0,4.91836
1.000419,23,39.919614,116.451179,0,3.41017
1.1721282,23,39.919614,116.451179,0,14.14186
1.0008823,23,39.919614,116.451179,0,3.9623
1.0693603,23,39.919614,116.451179,0,20.43703
1.1874434,23,39.919614,116.451179,0,14.953
0.99919176,23,39.919614,116.451179,0,22.34524
0.998521,23,39.919614,116.451179,0,1.26649
1.0548185,23,39.919614,116.451179,0,20.76912
1.0130258,23,39.919614,116.451179,1,3.1023300000000003
1.0046579,23,39.919614,116.451179,1,1.2067
0.999655,23,39.919614,116.451179,0,2.59226
1.0051131,23,39.919614,116.451179,0,4.73688
1.0488161,23,39.919614,116.451179,1,5.66692
1.0302684,23,39.919614,116.451179,1,4.79214
1.0796396,23,39.919614,116.451179,0,20.20732
1.0004205,23,39.919614,116.451179,0,3.41169
1.4691125,23,39.919614,116.451179,1,16.78963
0.99834895,23,39.919614,116.451179,0,0.05718
1.0064813,23,39.919614,116.451179,1,2.09793
0.9983119,23,39.919614,116.451179,0,0.8349899999999999
1.4517163,23,39.919614,116.451179,1,15.38094
1.4683778,23,39.919614,116.451179,1,17.00817
1.1079007,23,39.919614,116.451179,0,8.31394
1.1701769,23,39.919614,116.451179,0,10.4036
1.2209104,23,39.919614,116.451179,0,15.6919
1.6252302,23,39.919614,116.451179,0,17.38917
1.2422109,23,39.919614,116.451179,1,10.48722
1.0199411,23,39.919614,116.451179,1,3.8147
