congestion_distance,speed,status,congestion_trend,section_desc,name,time
540,3.58,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-16 17:23:56
540,1.14,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-16 18:43:16
540,3.71,4,缓解,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-16 18:48:34
540,1.07,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-16 18:53:51
900,10.35,3,加重,"北向南,从南磨房路辅路到松榆北路",武圣路,2023-03-16 18:53:52
700,12.09,3,加重,"南向北,从磨房中街到南磨房路辅路",武圣路,2023-03-16 18:53:52
540,3.65,4,持平,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-16 18:59:08
540,1.18,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-16 19:04:31
540,1.15,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-16 19:09:48
560,5.02,4,加重,"南向北,从磨房中街到南磨房路辅路",武圣路,2023-03-16 19:15:06
540,3.97,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-17 16:41:42
650,15.03,3,加重,"东向西,从武圣东路到潘家园桥",松榆北路,2023-03-17 16:41:42
540,3.66,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-17 17:01:54
540,5.86,4,缓解,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-17 18:17:23
540,1.19,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-17 20:08:47
540,1.26,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-18 15:26:06
540,1.14,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-18 15:46:15
700,10.87,3,加重,"南向北,从磨房中街到南磨房路辅路",武圣路,2023-03-18 16:06:29
540,13.17,3,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-18 17:07:01
540,7.58,3,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-18 17:47:22
540,11.24,3,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-18 18:27:43
560,12.26,3,持平,"南向北,从磨房中街到南磨房路辅路",武圣路,2023-03-18 18:27:44
540,1,4,持平,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-18 18:47:55
560,5.63,4,缓解,"南向北,从磨房中街到南磨房路辅路",武圣路,2023-03-18 18:47:55
560,12.6,3,加重,"南向北,从磨房中街到南磨房路辅路",武圣路,2023-03-19 15:44:33
550,9.81,3,加重,"北向南,从农光路到松榆北路",武圣路,2023-03-19 17:05:15
840,11.6,3,加重,"东向西,从武圣东路到潘家园桥",松榆北路,2023-03-19 17:25:27
690,13.77,2,加重,"西向东,潘家园桥附近",松榆北路,2023-03-19 17:25:27
530,15.06,2,加重,"东向西,从武圣北路到劲松桥",南磨房路,2023-03-19 17:45:38
540,12.35,3,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-20 17:33:48
540,11.4,3,缓解,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-20 17:53:58
540,3.83,4,缓解,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-20 18:14:08
540,10.42,3,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-20 18:34:19
540,1.16,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-20 18:54:29
540,1.16,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-20 19:14:41
530,3.96,4,加重,"北向南,从松榆北路到松榆南路辅路",武圣路,2023-03-21 16:44:46
540,1.18,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-21 17:25:07
1020,5.35,4,加重,"北向南,从磨房中街到松榆南路辅路",武圣路,2023-03-21 17:25:07
540,11.7,3,缓解,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-21 18:05:29
540,10.69,3,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-21 18:25:39
540,1.17,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-22 17:37:58
560,12.21,3,加重,"南向北,从磨房中街到南磨房路辅路",武圣路,2023-03-22 17:37:59
540,1,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-22 17:58:09
540,1,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-22 18:18:20
1050,12.39,3,持平,"西向东,劲松桥附近",南磨房路,2023-03-22 18:38:29
540,1.15,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-22 18:38:30
890,10.67,3,加重,"北向南,从南磨房路辅路到松榆北路",武圣路,2023-03-22 18:38:30
530,2.01,4,加重,"西向东,劲松桥附近",南磨房路,2023-03-22 18:58:40
540,3.72,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-22 18:58:40
900,1.73,4,加重,"北向南,从南磨房路辅路到松榆北路",武圣路,2023-03-22 18:58:41
540,4.06,4,加重,"北向南,从潘家园桥到武圣路",松榆北路,2023-03-22 19:39:00
