congestion_distance,speed,status,congestion_trend,section_desc,name,time
600,9.67,4,加重,"南向北,长虹桥",长虹桥,2023-03-16 19:15:09
1280,1.86,4,加重,"北向南,从农展桥到接秀桥",东三环北路辅路,2023-03-16 19:20:25
580,13.78,3,加重,"南向北,从接秀桥到长虹桥",东三环北路辅路,2023-03-16 19:20:25
720,8.44,4,加重,"北向南,燕莎桥",燕莎桥,2023-03-16 19:20:26
780,23.11,3,加重,"南向北,燕莎桥",燕莎桥,2023-03-16 19:20:26
790,5.37,4,加重,"北向南,长虹桥",长虹桥,2023-03-16 19:20:26
810,24.07,3,加重,"南向北,长虹桥",长虹桥,2023-03-16 19:20:26
1610,3.44,4,加重,"北向南,从农展桥到呼家楼桥",东三环北路辅路,2023-03-16 19:25:42
720,7.81,4,加重,"北向南,燕莎桥",燕莎桥,2023-03-16 19:25:43
780,20.65,3,加重,"南向北,燕莎桥",燕莎桥,2023-03-16 19:25:43
790,17.03,4,加重,"北向南,长虹桥",长虹桥,2023-03-16 19:25:43
810,23.4,3,加重,"南向北,长虹桥",长虹桥,2023-03-16 19:25:43
720,14.3,4,缓解,"北向南,燕莎桥",燕莎桥,2023-03-16 19:31:02
780,30.37,3,缓解,"南向北,燕莎桥",燕莎桥,2023-03-16 19:31:02
810,28.48,3,持平,"南向北,长虹桥",长虹桥,2023-03-16 19:31:02
790,30.66,3,缓解,"北向南,长虹桥",长虹桥,2023-03-16 19:31:02
