congestion_distance,speed,status,congestion_trend,section_desc,name,time
120,16.12,3,持平,"东向西,从东大直街到承德街",一曼街,2023-03-19 12:40:00
130,12.01,2,加重,"东向西,东大直街附近",辽阳街,2023-03-19 13:00:17
150,16.25,3,加重,"东向西,从东大直街到承德街",一曼街,2023-03-19 13:40:43
210,13.6,3,持平,"东向西,一曼街附近",一曼街,2023-03-19 13:40:43
440,11.6,3,加重,"西向东,从燎原街到公安街",一曼街,2023-03-19 14:41:27
150,10.6,3,加重,"西向东,花园街附近",铁岭街,2023-03-19 15:03:12
990,20.11,2,加重,"西向东,宣化街辅路附近",大成街,2023-03-19 15:23:27
150,15.35,3,加重,"东向西,从东大直街到承德街",一曼街,2023-03-19 15:43:43
170,10.6,3,持平,"东向西,景阳街附近",一曼街,2023-03-19 15:43:43
150,11.47,3,加重,"东向西,从东大直街到承德街",一曼街,2023-03-19 16:03:56
130,12.38,2,加重,"东向西,东大直街附近",辽阳街,2023-03-19 16:03:59
150,15.07,3,持平,"东向西,从东大直街到承德街",一曼街,2023-03-19 16:24:12
170,10.6,3,加重,"东向西,景阳街附近",一曼街,2023-03-19 16:24:12
170,10.6,3,持平,"东向西,景阳街附近",一曼街,2023-03-19 16:44:30
150,18.4,3,持平,"东向西,从东大直街到承德街",一曼街,2023-03-19 16:44:30
150,16.71,3,加重,"东向西,从东大直街到承德街",一曼街,2023-03-19 17:24:58
260,11.57,3,持平,"北向东,从东大直街到花园街",铁岭街,2023-03-19 17:25:00
100,17.62,3,加重,"东向西,东大直街附近",一曼街,2023-03-19 17:45:12
220,11.86,2,持平,"东向西,从花园街到东大直街",辽阳街,2023-03-19 20:06:39
110,12.71,3,缓解,"西向东,从一曼街到邮政街",辽阳街,2023-03-20 11:11:23
610,5.53,4,持平,"北向南,从一曼街到鞍山街",邮政街,2023-03-20 11:11:23
280,11.74,3,加重,"北向南,从大成街到铁岭街",邮政街,2023-03-20 11:31:38
110,12.95,3,加重,"西向东,从一曼街到邮政街",辽阳街,2023-03-20 11:51:52
360,3.64,4,加重,"北向南,鞍山街附近",邮政街,2023-03-20 11:51:53
200,19.03,3,加重,"东向西,从东大直街到一曼街",三姓街,2023-03-20 12:52:30
110,14.21,3,加重,"西向东,从一曼街到邮政街",辽阳街,2023-03-20 13:12:47
360,3.36,4,加重,"北向南,鞍山街附近",邮政街,2023-03-20 13:12:47
360,3.36,4,加重,"北向南,鞍山街附近",邮政街,2023-03-20 13:53:11
130,12.43,3,持平,"南向北,从红军街辅路到颐园街",邮政街,2023-03-20 13:53:11
110,14.34,3,加重,"西向东,从一曼街到邮政街",辽阳街,2023-03-20 14:13:25
360,3.82,4,持平,"北向南,鞍山街附近",邮政街,2023-03-20 14:13:27
490,2.44,4,加重,"东向西,从花园街到邮政街",鞍山街,2023-03-20 14:13:27
110,13.86,2,缓解,"东向西,从花园街到基督教德国路德会教堂旧址",鞍山街,2023-03-20 14:33:41
130,10.14,3,加重,"东向西,东大直街附近",辽阳街,2023-03-20 14:53:52
150,18.03,3,加重,"东向西,从东大直街到承德街",一曼街,2023-03-20 16:14:43
160,14.69,3,加重,"西向东,公安街附近",一曼街,2023-03-20 16:14:43
220,13.54,3,加重,"东向西,从东大直街到邮政街",辽阳街,2023-03-20 16:34:58
360,4.55,4,加重,"北向南,鞍山街附近",邮政街,2023-03-20 16:34:58
130,13.6,3,加重,"西向东,东大直街附近",一曼街,2023-03-20 16:55:09
440,3.9,4,加重,"北向南,从大成街到鞍山街",邮政街,2023-03-22 13:16:43
