status,temperature,is_weekend,hour
1.25,7.0,1,17
1.55,17.0,1,17
1.23333,7.0,1,17
2.11111,17.0,1,17
1.08333,17.0,1,17
1.52632,17.0,1,17
1.13333,7.0,1,17
1.68421,7.0,1,17
1.72727,16.0,1,18
1.25,16.0,1,18
2.14286,7.0,1,18
1.08333,16.0,1,18
1.125,16.0,1,18
1.72727,16.0,1,18
2.0,16.0,1,18
2.0,16.0,1,18
1.25,16.0,1,18
1.68182,16.0,1,18
1.33333,14.0,1,19
1.0,14.0,1,19
1.0,14.0,1,19
1.36842,14.0,1,19
1.125,14.0,1,19
1.125,14.0,1,19
1.3,14.0,1,19
1.0,14.0,1,19
1.20833,14.0,1,19
1.38095,14.0,1,19
1.125,13.0,1,20
1.0,13.0,1,20
1.25,13.0,1,20
1.33333,6.0,1,20
1.0,6.0,1,20
1.13333,6.0,1,20
1.4,13.0,1,20
1.0,13.0,1,20
1.08333,13.0,1,20
1.1,6.0,1,20
1.22222,6.0,1,20
1.13333,6.0,1,20
1.04167,13.0,1,20
1.0,13.0,1,20
1.125,13.0,1,20
1.2,5.0,1,20
1.36842,5.0,1,20
1.35294,5.0,1,20
1.25,11.0,1,21
1.0,11.0,1,21
1.0,11.0,1,21
1.0,11.0,1,21
1.44444,5.0,1,21
1.06667,5.0,1,21
1.1,5.0,1,21
1.08333,11.0,1,21
1.0,11.0,1,21
1.0,11.0,1,21
1.23529,5.0,1,21
1.16667,5.0,1,21
1.0,5.0,1,21
1.08333,11.0,1,21
1.0,11.0,1,21
1.0,11.0,1,21
1.0,5.0,1,21
1.26667,5.0,1,22
1.375,5.0,1,22
1.13333,5.0,1,22
1.0,9.0,1,22
1.08333,9.0,1,22
1.0,9.0,1,22
1.2,5.0,1,22
1.0,5.0,1,22
1.22222,5.0,1,22
1.0,9.0,1,22
1.125,9.0,1,22
1.0,9.0,1,22
1.23529,5.0,1,22
1.16667,5.0,1,22
1.0,5.0,1,22
1.0,9.0,1,22
1.0,9.0,1,22
1.16667,9.0,1,22
1.27778,5.0,1,23
1.0,5.0,1,23
1.06667,5.0,1,23
1.125,11.0,1,23
1.0,11.0,1,23
1.0,11.0,1,23
1.0,11.0,1,23
1.06667,5.0,1,23
1.11765,5.0,1,23
1.0,5.0,1,23
1.0,11.0,1,23
1.0,11.0,1,23
1.04167,11.0,1,23
1.07692,5.0,1,23
1.03333,5.0,1,23
1.0,5.0,1,23
1.0,5.0,1,23
1.0,11.0,1,23
1.04167,11.0,1,23
1.0,11.0,1,23
1.0,5.0,1,0
1.0,5.0,1,0
1.0,5.0,1,0
1.0,10.0,1,0
1.0,10.0,1,0
1.04167,10.0,1,0
1.0,5.0,1,0
1.03333,5.0,1,0
1.0,5.0,1,0
1.0,10.0,1,0
1.0,10.0,1,0
1.04167,10.0,1,0
1.84848,9.0,1,12
1.33333,5.0,1,12
1.56,26.0,1,12
1.09524,9.0,1,12
1.31818,26.0,1,12
1.69231,26.0,1,12
1.0,9.0,1,12
1.03571,9.0,1,12
1.0,12.0,1,12
1.0,12.0,1,12
1.4,12.0,1,12
1.4375,5.0,1,12
1.13333,5.0,1,12
1.06667,5.0,1,12
1.3913,27.0,1,13
1.58333,27.0,1,13
1.0,11.0,1,13
1.78947,11.0,1,13
