time,status
2023-03-19 12:40:00,1.0357142857142858
2023-03-19 13:00:00,1.0
2023-03-19 13:20:00,1.0357142857142858
2023-03-19 13:40:00,1.0714285714285714
2023-03-19 14:01:00,1.0
2023-03-19 14:21:00,1.0
2023-03-19 14:42:00,1.05
2023-03-19 14:43:00,1.125
2023-03-19 15:03:00,1.0357142857142858
2023-03-19 15:23:00,1.0714285714285714
2023-03-19 15:43:00,1.0
2023-03-19 16:04:00,1.0
2023-03-19 16:24:00,1.0357142857142858
2023-03-19 16:44:00,1.0
2023-03-19 17:04:00,1.0357142857142858
2023-03-19 17:25:00,1.0357142857142858
2023-03-19 17:45:00,1.0
2023-03-19 18:05:00,1.0
2023-03-19 18:25:00,1.0
2023-03-19 18:45:00,1.1379310344827587
2023-03-19 19:06:00,1.0
2023-03-19 19:26:00,1.0
2023-03-19 19:46:00,1.0
2023-03-19 20:06:00,1.0
2023-03-19 20:55:00,1.0357142857142858
2023-03-20 11:11:00,1.0357142857142858
2023-03-20 11:31:00,1.0
2023-03-20 11:51:00,1.0357142857142858
2023-03-20 12:12:00,1.0
2023-03-20 12:32:00,1.0
2023-03-20 12:52:00,1.0
2023-03-20 13:12:00,1.0
2023-03-20 13:33:00,1.0
2023-03-20 13:53:00,1.0
2023-03-20 14:13:00,1.1666666666666667
2023-03-20 14:33:00,1.0
2023-03-20 14:53:00,1.0
2023-03-20 15:14:00,1.0
2023-03-20 15:34:00,1.0
2023-03-20 15:54:00,1.0714285714285714
2023-03-20 16:14:00,1.0
2023-03-20 16:34:00,1.0
2023-03-20 16:35:00,1.0
2023-03-22 12:36:00,1.0
2023-03-22 12:56:00,1.0357142857142858
2023-03-22 13:16:00,1.0
2023-03-22 13:36:00,1.0
2023-03-22 13:37:00,1.0434782608695652
2023-03-22 13:57:00,1.0
2023-03-22 14:17:00,1.0357142857142858
2023-03-22 14:37:00,1.0357142857142858
2023-03-22 14:57:00,1.0
2023-03-22 14:58:00,1.1
2023-03-22 15:18:00,1.0357142857142858
2023-03-22 15:38:00,1.0714285714285714
2023-03-22 15:58:00,1.0
2023-03-22 16:18:00,1.0
2023-03-22 16:39:00,1.1666666666666667
2023-03-22 16:59:00,1.28125
2023-03-22 17:19:00,1.2413793103448276
2023-03-22 17:39:00,1.1379310344827587
2023-03-22 18:00:00,1.303030303030303
2023-03-22 18:20:00,1.1379310344827587
2023-03-22 18:40:00,1.1333333333333333
2023-03-22 19:00:00,1.0
2023-03-22 19:20:00,1.0
2023-03-22 19:21:00,1.0
2023-03-22 19:41:00,1.0
2023-03-22 20:01:00,1.0
2023-03-22 20:21:00,1.0
2023-03-22 20:41:00,1.0689655172413792
